return_id,return_date,product,return_units,return_reason,reason_category,delivery_delay_hours,product_batch_id,resolved_by_team
RTN023308,2025-07-07,Curd,3,Wrong Product,Operations,9.6,BTCH070427,Logistics
RTN023309,2025-01-19,Paneer,1,Spoiled,Quality,4.7,BTCH095407,Customer Care
RTN023310,2024-09-15,Paneer,10,Late Delivery,Delivery,3.8,BTCH001163,Quality Control
RTN023311,2025-06-24,Ghee,2,Damaged Packaging,Packaging,8.8,BTCH016911,Customer Care
RTN023312,2025-01-25,Paneer,2,Damaged Packaging,Packaging,4.0,BTCH046147,Logistics
RTN023313,2025-03-11,Lassi,9,Late Delivery,Delivery,7.2,BTCH095631,Logistics
RTN023314,2024-09-22,Paneer,7,Spoiled,Quality,3.6,BTCH093696,Customer Care
RTN023315,2024-12-10,Ghee,10,Wrong Product,Operations,0.3,BTCH093506,Quality Control
RTN023316,2025-05-27,Curd,3,Late Delivery,Delivery,3.4,BTCH013803,Customer Care
RTN023317,2025-07-08,Milk,10,Damaged Packaging,Packaging,7.7,BTCH073380,Customer Care
RTN023318,2025-02-25,Paneer,3,Late Delivery,Delivery,7.0,BTCH041526,Logistics
RTN023319,2025-06-08,Paneer,2,Taste Issue,Quality,3.4,BTCH025717,Logistics
RTN023320,2024-10-09,Lassi,3,Spoiled,Quality,7.1,BTCH055006,Quality Control
RTN023321,2025-07-03,Curd,3,Wrong Product,Operations,3.4,BTCH009821,Quality Control
RTN023322,2025-03-19,Ghee,2,Taste Issue,Quality,4.8,BTCH078591,Quality Control
RTN023323,2024-11-17,Milk,6,Late Delivery,Delivery,0.5,BTCH030380,Logistics
RTN023324,2025-02-23,Milk,5,Spoiled,Quality,7.5,BTCH074544,Quality Control
RTN023325,2024-11-21,Curd,7,Taste Issue,Quality,3.4,BTCH069130,Logistics
RTN023326,2025-01-02,Ghee,6,Late Delivery,Delivery,4.1,BTCH035594,Quality Control
RTN023327,2025-03-19,Ghee,7,Spoiled,Quality,2.1,BTCH086789,Customer Care
RTN023328,2025-01-11,Milk,7,Wrong Product,Operations,7.1,BTCH017076,Logistics
RTN023329,2025-07-22,Milk,8,Spoiled,Quality,4.8,BTCH053376,Quality Control
RTN023330,2025-04-29,Milk,2,Wrong Product,Operations,1.3,BTCH011032,Logistics
RTN023331,2025-04-26,Paneer,9,Damaged Packaging,Packaging,4.1,BTCH006267,Customer Care
RTN023332,2025-01-31,Milk,4,Damaged Packaging,Packaging,4.1,BTCH023057,Customer Care
RTN023333,2025-03-11,Lassi,1,Spoiled,Quality,6.0,BTCH040669,Logistics
RTN023334,2024-10-16,Ghee,7,Wrong Product,Operations,4.8,BTCH022547,Logistics
RTN023335,2024-11-01,Curd,10,Late Delivery,Delivery,8.6,BTCH003205,Logistics
RTN023336,2024-10-06,Milk,8,Wrong Product,Operations,0.9,BTCH049212,Logistics
RTN023337,2024-09-26,Milk,8,Wrong Product,Operations,3.5,BTCH056321,Logistics
RTN023338,2025-08-01,Milk,5,Damaged Packaging,Packaging,5.0,BTCH084158,Logistics
RTN023339,2024-10-03,Lassi,5,Wrong Product,Operations,8.9,BTCH003136,Logistics
RTN023340,2024-09-12,Milk,6,Damaged Packaging,Packaging,5.2,BTCH002930,Quality Control
RTN023341,2025-04-15,Lassi,9,Spoiled,Quality,7.8,BTCH044010,Customer Care
RTN023342,2024-12-12,Lassi,1,Spoiled,Quality,1.9,BTCH040025,Logistics
RTN023343,2024-12-08,Lassi,1,Damaged Packaging,Packaging,4.3,BTCH091933,Quality Control
RTN023344,2025-06-19,Ghee,5,Spoiled,Quality,9.5,BTCH033911,Logistics
RTN023345,2025-04-13,Curd,3,Late Delivery,Delivery,7.9,BTCH099684,Quality Control
RTN023346,2025-06-11,Paneer,5,Wrong Product,Operations,7.0,BTCH069916,Quality Control
RTN023347,2024-10-20,Ghee,3,Damaged Packaging,Packaging,1.8,BTCH062122,Customer Care
RTN023348,2024-09-22,Paneer,5,Taste Issue,Quality,0.6,BTCH094287,Quality Control
RTN023349,2025-06-26,Ghee,1,Spoiled,Quality,2.5,BTCH063840,Customer Care
RTN023350,2024-11-16,Paneer,9,Wrong Product,Operations,0.5,BTCH011970,Quality Control
RTN023351,2025-03-04,Lassi,10,Wrong Product,Operations,1.1,BTCH003483,Customer Care
RTN023352,2025-01-11,Milk,10,Wrong Product,Operations,5.8,BTCH012561,Customer Care
RTN023353,2024-11-11,Milk,9,Damaged Packaging,Packaging,9.0,BTCH032482,Customer Care
RTN023354,2024-12-31,Curd,6,Damaged Packaging,Packaging,0.1,BTCH093155,Logistics
RTN023355,2025-03-03,Paneer,10,Taste Issue,Quality,8.9,BTCH016140,Quality Control
RTN023356,2025-03-14,Ghee,5,Spoiled,Quality,4.6,BTCH016279,Logistics
RTN023357,2025-04-19,Ghee,5,Late Delivery,Delivery,5.7,BTCH086493,Quality Control
RTN023358,2024-12-05,Milk,1,Spoiled,Quality,7.3,BTCH008134,Customer Care
RTN023359,2025-06-18,Milk,10,Wrong Product,Operations,2.2,BTCH006668,Logistics
RTN023360,2025-03-05,Milk,5,Taste Issue,Quality,5.2,BTCH098411,Logistics
RTN023361,2025-05-31,Curd,7,Taste Issue,Quality,0.5,BTCH026204,Logistics
RTN023362,2025-01-04,Paneer,10,Late Delivery,Delivery,2.1,BTCH041874,Quality Control
RTN023363,2024-11-03,Paneer,5,Spoiled,Quality,1.7,BTCH087235,Quality Control
RTN023364,2025-04-30,Ghee,5,Spoiled,Quality,8.0,BTCH025442,Quality Control
RTN023365,2025-07-06,Paneer,9,Damaged Packaging,Packaging,9.3,BTCH089415,Quality Control
RTN023366,2025-04-26,Lassi,7,Damaged Packaging,Packaging,1.3,BTCH000405,Quality Control
RTN023367,2025-06-01,Curd,3,Taste Issue,Quality,3.8,BTCH017688,Logistics
RTN023368,2025-03-18,Ghee,10,Late Delivery,Delivery,8.7,BTCH061617,Customer Care
RTN023369,2024-08-06,Paneer,5,Taste Issue,Quality,1.1,BTCH096357,Customer Care
RTN023370,2025-06-16,Milk,5,Taste Issue,Quality,8.0,BTCH034784,Quality Control
RTN023371,2025-05-19,Curd,6,Spoiled,Quality,6.7,BTCH048541,Quality Control
RTN023372,2025-04-22,Ghee,2,Wrong Product,Operations,7.3,BTCH096251,Quality Control
RTN023373,2024-10-09,Milk,2,Damaged Packaging,Packaging,3.8,BTCH008662,Customer Care
RTN023374,2024-11-03,Curd,6,Wrong Product,Operations,7.0,BTCH053660,Quality Control
RTN023375,2025-02-26,Milk,6,Taste Issue,Quality,7.4,BTCH037530,Quality Control
RTN023376,2025-01-25,Milk,5,Taste Issue,Quality,8.1,BTCH024353,Quality Control
RTN023377,2024-11-23,Ghee,8,Taste Issue,Quality,3.4,BTCH005288,Logistics
RTN023378,2025-04-19,Ghee,3,Damaged Packaging,Packaging,2.7,BTCH017742,Customer Care
RTN023379,2024-09-15,Paneer,2,Late Delivery,Delivery,0.7,BTCH030066,Logistics
RTN023380,2025-04-16,Lassi,10,Wrong Product,Operations,2.6,BTCH021808,Customer Care
RTN023381,2025-06-28,Lassi,9,Spoiled,Quality,1.7,BTCH012308,Customer Care
RTN023382,2024-09-16,Lassi,1,Damaged Packaging,Packaging,3.6,BTCH049095,Quality Control
RTN023383,2025-07-12,Paneer,1,Taste Issue,Quality,5.1,BTCH072431,Customer Care
RTN023384,2024-12-23,Ghee,8,Damaged Packaging,Packaging,3.1,BTCH073091,Customer Care
RTN023385,2024-11-08,Lassi,9,Damaged Packaging,Packaging,1.2,BTCH062727,Customer Care
RTN023386,2024-11-25,Lassi,7,Spoiled,Quality,5.2,BTCH054496,Quality Control
RTN023387,2025-02-03,Milk,7,Wrong Product,Operations,6.7,BTCH055570,Quality Control
RTN023388,2025-04-06,Paneer,3,Spoiled,Quality,4.0,BTCH041266,Quality Control
RTN023389,2024-11-14,Curd,7,Taste Issue,Quality,7.7,BTCH001508,Customer Care
RTN023390,2024-12-18,Curd,3,Wrong Product,Operations,8.4,BTCH029478,Quality Control
RTN023391,2025-03-04,Paneer,7,Late Delivery,Delivery,3.2,BTCH075532,Quality Control
RTN023392,2025-03-19,Lassi,1,Wrong Product,Operations,7.0,BTCH098911,Quality Control
RTN023393,2025-02-20,Lassi,7,Taste Issue,Quality,2.0,BTCH093160,Logistics
RTN023394,2025-01-16,Milk,1,Spoiled,Quality,4.7,BTCH016399,Customer Care
RTN023395,2024-09-28,Milk,7,Wrong Product,Operations,7.1,BTCH000663,Customer Care
RTN023396,2025-06-20,Paneer,9,Wrong Product,Operations,3.3,BTCH065381,Customer Care
RTN023397,2024-11-17,Curd,9,Late Delivery,Delivery,6.8,BTCH003042,Customer Care
RTN023398,2025-06-10,Curd,4,Taste Issue,Quality,4.2,BTCH036915,Quality Control
RTN023399,2025-07-14,Milk,6,Spoiled,Quality,7.5,BTCH035308,Logistics
RTN023400,2025-01-16,Curd,7,Late Delivery,Delivery,1.0,BTCH006369,Quality Control
RTN023401,2025-05-12,Paneer,5,Damaged Packaging,Packaging,1.5,BTCH094530,Customer Care
RTN023402,2024-11-19,Milk,8,Damaged Packaging,Packaging,6.7,BTCH034051,Logistics
RTN023403,2025-06-15,Lassi,9,Late Delivery,Delivery,4.9,BTCH094800,Quality Control
RTN023404,2025-03-10,Milk,4,Spoiled,Quality,7.2,BTCH091159,Customer Care
RTN023405,2024-08-21,Milk,10,Spoiled,Quality,9.2,BTCH070194,Quality Control
RTN023406,2024-12-11,Milk,1,Wrong Product,Operations,0.3,BTCH043666,Logistics
RTN023407,2025-05-02,Milk,3,Wrong Product,Operations,6.2,BTCH026831,Logistics
RTN023408,2024-10-10,Milk,4,Late Delivery,Delivery,1.9,BTCH044466,Customer Care
RTN023409,2025-03-21,Ghee,1,Wrong Product,Operations,8.4,BTCH006107,Quality Control
RTN023410,2025-07-11,Curd,1,Taste Issue,Quality,7.8,BTCH085028,Quality Control
RTN023411,2024-10-21,Lassi,6,Damaged Packaging,Packaging,4.9,BTCH022637,Quality Control
RTN023412,2025-05-04,Ghee,5,Damaged Packaging,Packaging,6.4,BTCH088202,Logistics
RTN023413,2025-07-05,Lassi,4,Spoiled,Quality,1.9,BTCH051231,Logistics
RTN023414,2025-06-06,Lassi,3,Damaged Packaging,Packaging,0.8,BTCH077467,Logistics
RTN023415,2024-10-22,Ghee,6,Wrong Product,Operations,2.6,BTCH030575,Quality Control
RTN023416,2024-11-15,Milk,7,Late Delivery,Delivery,6.1,BTCH068316,Logistics
RTN023417,2025-04-08,Paneer,9,Late Delivery,Delivery,2.8,BTCH029063,Logistics
RTN023418,2024-11-15,Lassi,4,Wrong Product,Operations,7.7,BTCH029293,Quality Control
RTN023419,2025-03-01,Paneer,5,Wrong Product,Operations,8.7,BTCH074857,Logistics
RTN023420,2025-04-05,Paneer,10,Taste Issue,Quality,9.2,BTCH040757,Quality Control
RTN023421,2025-06-02,Paneer,6,Taste Issue,Quality,5.1,BTCH092726,Quality Control
RTN023422,2024-12-17,Milk,2,Damaged Packaging,Packaging,0.0,BTCH060745,Logistics
RTN023423,2024-12-25,Lassi,8,Taste Issue,Quality,6.5,BTCH000413,Quality Control
RTN023424,2025-03-13,Ghee,2,Late Delivery,Delivery,6.9,BTCH015683,Customer Care
RTN023425,2025-02-26,Curd,8,Taste Issue,Quality,0.7,BTCH067915,Customer Care
RTN023426,2025-07-29,Lassi,10,Wrong Product,Operations,0.3,BTCH062216,Logistics
RTN023427,2025-03-03,Lassi,5,Wrong Product,Operations,1.0,BTCH026128,Logistics
RTN023428,2024-10-02,Ghee,10,Taste Issue,Quality,4.4,BTCH052531,Customer Care
RTN023429,2025-03-05,Curd,10,Spoiled,Quality,7.9,BTCH089907,Logistics
RTN023430,2024-11-20,Ghee,1,Damaged Packaging,Packaging,2.5,BTCH023720,Quality Control
RTN023431,2024-10-20,Curd,7,Taste Issue,Quality,8.9,BTCH034744,Customer Care
RTN023432,2024-12-24,Ghee,1,Late Delivery,Delivery,5.2,BTCH060579,Customer Care
RTN023433,2025-02-03,Lassi,1,Spoiled,Quality,1.0,BTCH040463,Quality Control
RTN023434,2024-09-26,Ghee,7,Late Delivery,Delivery,6.3,BTCH032421,Quality Control
RTN023435,2024-11-29,Milk,10,Late Delivery,Delivery,4.7,BTCH050427,Customer Care
RTN023436,2025-07-01,Milk,9,Damaged Packaging,Packaging,6.9,BTCH007630,Logistics
RTN023437,2024-12-16,Lassi,9,Damaged Packaging,Packaging,5.4,BTCH081563,Customer Care
RTN023438,2024-11-11,Curd,10,Spoiled,Quality,6.1,BTCH030650,Quality Control
RTN023439,2025-03-22,Curd,10,Wrong Product,Operations,1.5,BTCH073131,Customer Care
RTN023440,2025-06-19,Curd,1,Wrong Product,Operations,4.7,BTCH019518,Customer Care
RTN023441,2025-02-22,Paneer,8,Late Delivery,Delivery,6.5,BTCH041996,Logistics
RTN023442,2024-12-08,Ghee,4,Damaged Packaging,Packaging,2.0,BTCH036123,Customer Care
RTN023443,2024-11-12,Paneer,6,Damaged Packaging,Packaging,3.9,BTCH083222,Logistics
RTN023444,2024-10-06,Paneer,1,Late Delivery,Delivery,0.0,BTCH001743,Customer Care
RTN023445,2025-05-01,Ghee,9,Spoiled,Quality,9.5,BTCH068877,Customer Care
RTN023446,2025-04-18,Paneer,5,Wrong Product,Operations,9.6,BTCH058961,Customer Care
RTN023447,2024-09-27,Curd,5,Damaged Packaging,Packaging,6.1,BTCH022175,Quality Control
RTN023448,2024-08-19,Lassi,6,Spoiled,Quality,2.9,BTCH006361,Customer Care
RTN023449,2024-08-29,Milk,9,Taste Issue,Quality,0.6,BTCH061131,Logistics
RTN023450,2025-05-17,Ghee,9,Wrong Product,Operations,1.2,BTCH050399,Logistics
RTN023451,2024-09-10,Curd,5,Late Delivery,Delivery,7.5,BTCH093639,Customer Care
RTN023452,2025-03-02,Milk,7,Spoiled,Quality,2.6,BTCH095420,Customer Care
RTN023453,2025-03-13,Lassi,3,Late Delivery,Delivery,8.9,BTCH013928,Customer Care
RTN023454,2024-12-18,Milk,8,Late Delivery,Delivery,9.2,BTCH077622,Logistics
RTN023455,2024-11-02,Milk,6,Taste Issue,Quality,8.9,BTCH053074,Customer Care
RTN023456,2024-12-20,Curd,10,Late Delivery,Delivery,3.4,BTCH095220,Customer Care
RTN023457,2025-04-20,Ghee,8,Late Delivery,Delivery,2.9,BTCH075781,Quality Control
RTN023458,2025-05-31,Milk,10,Spoiled,Quality,9.6,BTCH036377,Customer Care
RTN023459,2024-12-13,Ghee,10,Damaged Packaging,Packaging,6.9,BTCH086207,Logistics
RTN023460,2024-10-02,Ghee,10,Wrong Product,Operations,8.2,BTCH063164,Customer Care
RTN023461,2025-06-18,Ghee,9,Spoiled,Quality,9.3,BTCH056444,Customer Care
RTN023462,2025-03-26,Curd,10,Taste Issue,Quality,8.3,BTCH055641,Customer Care
RTN023463,2025-03-19,Lassi,8,Wrong Product,Operations,7.9,BTCH013706,Quality Control
RTN023464,2025-05-26,Curd,4,Wrong Product,Operations,9.5,BTCH059307,Logistics
RTN023465,2025-05-19,Ghee,4,Late Delivery,Delivery,2.3,BTCH037544,Logistics
RTN023466,2024-11-27,Lassi,10,Late Delivery,Delivery,0.2,BTCH009606,Customer Care
RTN023467,2025-04-13,Curd,9,Taste Issue,Quality,3.9,BTCH076531,Quality Control
RTN023468,2025-06-01,Ghee,2,Spoiled,Quality,5.1,BTCH038975,Logistics
RTN023469,2025-04-24,Milk,1,Late Delivery,Delivery,4.4,BTCH041394,Customer Care
RTN023470,2024-09-18,Milk,9,Wrong Product,Operations,2.2,BTCH070057,Customer Care
RTN023471,2025-01-06,Curd,9,Damaged Packaging,Packaging,9.3,BTCH089659,Customer Care
RTN023472,2025-06-07,Curd,3,Taste Issue,Quality,3.9,BTCH013745,Customer Care
RTN023473,2024-08-07,Lassi,5,Spoiled,Quality,7.4,BTCH074717,Customer Care
RTN023474,2025-06-06,Curd,2,Damaged Packaging,Packaging,7.1,BTCH060796,Logistics
RTN023475,2025-06-27,Milk,2,Late Delivery,Delivery,3.2,BTCH030966,Logistics
RTN023476,2024-10-05,Lassi,1,Wrong Product,Operations,9.9,BTCH032498,Logistics
RTN023477,2025-05-03,Paneer,1,Taste Issue,Quality,2.8,BTCH079674,Logistics
RTN023478,2025-05-03,Ghee,10,Wrong Product,Operations,9.2,BTCH002646,Logistics
RTN023479,2025-01-21,Paneer,1,Late Delivery,Delivery,5.3,BTCH020037,Customer Care
RTN023480,2024-10-13,Milk,2,Damaged Packaging,Packaging,6.8,BTCH000301,Customer Care
RTN023481,2024-12-10,Curd,10,Taste Issue,Quality,9.8,BTCH049925,Quality Control
RTN023482,2024-08-12,Ghee,4,Wrong Product,Operations,7.8,BTCH098667,Logistics
RTN023483,2024-08-22,Milk,7,Wrong Product,Operations,7.1,BTCH029861,Customer Care
RTN023484,2024-10-10,Milk,3,Wrong Product,Operations,4.2,BTCH011305,Logistics
RTN023485,2025-06-14,Lassi,7,Late Delivery,Delivery,3.2,BTCH054441,Quality Control
RTN023486,2024-10-04,Milk,5,Spoiled,Quality,3.6,BTCH053746,Quality Control
RTN023487,2025-03-24,Curd,3,Taste Issue,Quality,3.8,BTCH024186,Quality Control
RTN023488,2025-05-01,Paneer,6,Damaged Packaging,Packaging,3.6,BTCH043761,Logistics
RTN023489,2024-10-09,Curd,6,Late Delivery,Delivery,5.8,BTCH077517,Quality Control
RTN023490,2025-05-23,Ghee,8,Late Delivery,Delivery,8.3,BTCH021750,Quality Control
RTN023491,2025-07-20,Ghee,5,Spoiled,Quality,5.4,BTCH010163,Quality Control
RTN023492,2025-03-24,Paneer,5,Wrong Product,Operations,8.0,BTCH005018,Logistics
RTN023493,2025-02-15,Paneer,6,Late Delivery,Delivery,5.9,BTCH084933,Customer Care
RTN023494,2024-10-24,Lassi,10,Damaged Packaging,Packaging,6.5,BTCH055258,Logistics
RTN023495,2024-11-25,Lassi,10,Damaged Packaging,Packaging,9.1,BTCH069749,Customer Care
RTN023496,2025-07-15,Ghee,3,Late Delivery,Delivery,3.1,BTCH071194,Quality Control
RTN023497,2025-03-18,Curd,1,Wrong Product,Operations,0.6,BTCH065905,Logistics
RTN023498,2025-02-07,Milk,7,Damaged Packaging,Packaging,5.1,BTCH062751,Quality Control
RTN023499,2024-08-20,Ghee,2,Damaged Packaging,Packaging,7.5,BTCH058102,Logistics
RTN023500,2025-06-02,Curd,9,Taste Issue,Quality,9.4,BTCH064756,Customer Care
RTN023501,2025-05-24,Curd,1,Damaged Packaging,Packaging,7.1,BTCH077230,Quality Control
RTN023502,2024-10-09,Ghee,9,Damaged Packaging,Packaging,6.5,BTCH060525,Logistics
RTN023503,2024-11-25,Paneer,2,Spoiled,Quality,5.3,BTCH030105,Logistics
RTN023504,2024-11-04,Lassi,2,Taste Issue,Quality,2.7,BTCH097023,Quality Control
RTN023505,2024-12-03,Curd,2,Damaged Packaging,Packaging,6.8,BTCH027960,Logistics
RTN023506,2024-11-16,Lassi,2,Late Delivery,Delivery,6.8,BTCH069441,Customer Care
RTN023507,2025-01-07,Lassi,3,Taste Issue,Quality,4.8,BTCH051131,Quality Control
RTN023508,2024-11-10,Milk,5,Damaged Packaging,Packaging,2.3,BTCH078814,Logistics
RTN023509,2025-03-28,Curd,6,Spoiled,Quality,2.8,BTCH036583,Quality Control
RTN023510,2024-12-17,Ghee,2,Wrong Product,Operations,9.8,BTCH089547,Quality Control
RTN023511,2024-11-22,Paneer,7,Taste Issue,Quality,4.0,BTCH022906,Customer Care
RTN023512,2025-04-09,Lassi,8,Wrong Product,Operations,2.2,BTCH095874,Quality Control
RTN023513,2025-05-27,Ghee,8,Late Delivery,Delivery,8.5,BTCH026225,Customer Care
RTN023514,2024-08-19,Curd,8,Taste Issue,Quality,2.7,BTCH088336,Logistics
RTN023515,2025-04-07,Paneer,8,Late Delivery,Delivery,4.0,BTCH001937,Logistics
RTN023516,2025-02-12,Curd,10,Taste Issue,Quality,7.6,BTCH000397,Logistics
RTN023517,2024-12-15,Milk,2,Late Delivery,Delivery,6.4,BTCH043794,Customer Care
RTN023518,2024-10-06,Lassi,9,Late Delivery,Delivery,6.5,BTCH047135,Quality Control
RTN023519,2025-07-28,Milk,6,Taste Issue,Quality,6.5,BTCH053524,Logistics
RTN023520,2024-09-11,Milk,9,Taste Issue,Quality,3.3,BTCH093653,Quality Control
RTN023521,2025-05-23,Ghee,2,Late Delivery,Delivery,8.1,BTCH047818,Quality Control
RTN023522,2024-12-10,Milk,6,Damaged Packaging,Packaging,8.4,BTCH001988,Customer Care
RTN023523,2025-04-11,Milk,4,Spoiled,Quality,0.2,BTCH082454,Customer Care
RTN023524,2024-10-04,Curd,9,Late Delivery,Delivery,7.0,BTCH094568,Logistics
RTN023525,2024-09-11,Milk,6,Late Delivery,Delivery,6.5,BTCH020459,Customer Care
RTN023526,2024-12-05,Paneer,6,Wrong Product,Operations,2.9,BTCH039784,Logistics
RTN023527,2025-07-07,Paneer,7,Wrong Product,Operations,1.1,BTCH013615,Quality Control
RTN023528,2024-12-31,Curd,2,Damaged Packaging,Packaging,0.8,BTCH036666,Quality Control
RTN023529,2024-08-09,Milk,3,Damaged Packaging,Packaging,2.4,BTCH099462,Logistics
RTN023530,2025-04-24,Paneer,8,Damaged Packaging,Packaging,7.2,BTCH085832,Customer Care
RTN023531,2025-05-24,Curd,7,Wrong Product,Operations,6.9,BTCH076426,Logistics
RTN023532,2025-06-04,Ghee,8,Spoiled,Quality,8.6,BTCH086149,Customer Care
RTN023533,2024-08-15,Ghee,2,Late Delivery,Delivery,6.2,BTCH094260,Customer Care
RTN023534,2025-01-16,Lassi,9,Wrong Product,Operations,7.2,BTCH074360,Quality Control
RTN023535,2024-12-19,Curd,4,Late Delivery,Delivery,5.4,BTCH033612,Customer Care
RTN023536,2025-04-23,Lassi,10,Taste Issue,Quality,6.1,BTCH042830,Quality Control
RTN023537,2024-11-12,Ghee,10,Wrong Product,Operations,3.4,BTCH099093,Logistics
RTN023538,2025-02-11,Curd,10,Damaged Packaging,Packaging,7.0,BTCH093807,Customer Care
RTN023539,2024-12-10,Lassi,1,Spoiled,Quality,0.1,BTCH056455,Customer Care
RTN023540,2024-11-17,Curd,6,Wrong Product,Operations,5.0,BTCH078964,Logistics
RTN023541,2024-12-01,Lassi,4,Late Delivery,Delivery,5.0,BTCH008508,Quality Control
RTN023542,2024-11-04,Lassi,4,Damaged Packaging,Packaging,8.3,BTCH069704,Customer Care
RTN023543,2024-08-29,Lassi,7,Wrong Product,Operations,2.3,BTCH083688,Quality Control
RTN023544,2025-06-07,Lassi,9,Taste Issue,Quality,0.7,BTCH000594,Logistics
RTN023545,2024-10-23,Ghee,9,Damaged Packaging,Packaging,7.3,BTCH071919,Customer Care
RTN023546,2024-08-11,Ghee,4,Taste Issue,Quality,9.1,BTCH034941,Customer Care
RTN023547,2025-06-23,Curd,4,Spoiled,Quality,0.5,BTCH055503,Customer Care
RTN023548,2024-10-05,Ghee,3,Damaged Packaging,Packaging,9.8,BTCH019268,Logistics
RTN023549,2024-12-12,Ghee,5,Spoiled,Quality,8.4,BTCH064088,Customer Care
RTN023550,2025-06-06,Paneer,1,Taste Issue,Quality,0.7,BTCH092651,Logistics
RTN023551,2024-08-15,Milk,6,Wrong Product,Operations,5.1,BTCH047502,Customer Care
RTN023552,2024-10-25,Paneer,3,Late Delivery,Delivery,2.9,BTCH022997,Customer Care
RTN023553,2024-08-09,Milk,2,Late Delivery,Delivery,3.0,BTCH070015,Customer Care
RTN023554,2024-09-21,Ghee,4,Late Delivery,Delivery,1.4,BTCH049715,Customer Care
RTN023555,2024-10-19,Paneer,1,Damaged Packaging,Packaging,8.9,BTCH031801,Quality Control
RTN023556,2025-03-24,Lassi,8,Wrong Product,Operations,5.8,BTCH043609,Logistics
RTN023557,2024-09-10,Paneer,1,Damaged Packaging,Packaging,6.5,BTCH015389,Logistics
RTN023558,2025-03-13,Curd,1,Taste Issue,Quality,3.1,BTCH089984,Quality Control
RTN023559,2025-01-08,Ghee,8,Late Delivery,Delivery,8.6,BTCH039684,Quality Control
RTN023560,2025-06-04,Milk,3,Taste Issue,Quality,8.9,BTCH070618,Logistics
RTN023561,2024-10-05,Lassi,4,Taste Issue,Quality,6.8,BTCH022353,Logistics
RTN023562,2024-08-29,Paneer,1,Damaged Packaging,Packaging,9.5,BTCH037091,Customer Care
RTN023563,2025-07-19,Lassi,2,Spoiled,Quality,1.4,BTCH058806,Customer Care
RTN023564,2025-05-04,Lassi,10,Wrong Product,Operations,3.7,BTCH040494,Logistics
RTN023565,2024-09-22,Ghee,2,Wrong Product,Operations,6.1,BTCH056904,Logistics
RTN023566,2025-03-31,Lassi,10,Spoiled,Quality,4.1,BTCH056520,Quality Control
RTN023567,2024-09-08,Paneer,2,Late Delivery,Delivery,9.0,BTCH086455,Quality Control
RTN023568,2024-12-29,Lassi,9,Wrong Product,Operations,5.3,BTCH054359,Logistics
RTN023569,2025-07-05,Ghee,10,Late Delivery,Delivery,9.3,BTCH020698,Logistics
RTN023570,2025-06-29,Paneer,1,Spoiled,Quality,8.0,BTCH061905,Logistics
RTN023571,2024-12-10,Paneer,8,Late Delivery,Delivery,8.9,BTCH035969,Logistics
RTN023572,2024-08-22,Curd,3,Spoiled,Quality,7.3,BTCH008004,Customer Care
RTN023573,2025-04-18,Paneer,6,Damaged Packaging,Packaging,1.8,BTCH098388,Logistics
RTN023574,2024-08-13,Milk,9,Late Delivery,Delivery,1.3,BTCH010659,Quality Control
RTN023575,2025-01-02,Milk,10,Spoiled,Quality,7.7,BTCH097211,Customer Care
RTN023576,2025-05-07,Curd,5,Taste Issue,Quality,1.2,BTCH014429,Logistics
RTN023577,2025-06-19,Ghee,10,Taste Issue,Quality,2.3,BTCH040383,Logistics
RTN023578,2024-12-14,Ghee,10,Spoiled,Quality,3.3,BTCH095676,Logistics
RTN023579,2024-10-29,Curd,4,Spoiled,Quality,2.1,BTCH034222,Quality Control
RTN023580,2025-02-27,Lassi,7,Wrong Product,Operations,9.2,BTCH093049,Quality Control
RTN023581,2025-06-18,Ghee,6,Wrong Product,Operations,3.9,BTCH023426,Customer Care
RTN023582,2025-04-16,Curd,7,Spoiled,Quality,5.1,BTCH017746,Logistics
RTN023583,2024-12-14,Curd,9,Late Delivery,Delivery,9.6,BTCH008020,Customer Care
RTN023584,2025-06-26,Curd,10,Taste Issue,Quality,1.5,BTCH062478,Quality Control
RTN023585,2024-08-26,Lassi,4,Taste Issue,Quality,2.0,BTCH099346,Customer Care
RTN023586,2024-11-28,Milk,3,Damaged Packaging,Packaging,7.7,BTCH096869,Customer Care
RTN023587,2025-04-10,Lassi,8,Damaged Packaging,Packaging,0.9,BTCH010004,Logistics
RTN023588,2025-01-08,Ghee,8,Taste Issue,Quality,7.0,BTCH051748,Customer Care
RTN023589,2025-04-05,Paneer,5,Late Delivery,Delivery,7.0,BTCH049234,Customer Care
RTN023590,2024-12-05,Curd,4,Damaged Packaging,Packaging,9.5,BTCH054674,Customer Care
RTN023591,2025-03-21,Curd,1,Spoiled,Quality,2.1,BTCH022594,Quality Control
RTN023592,2025-07-15,Ghee,3,Late Delivery,Delivery,1.1,BTCH022407,Customer Care
RTN023593,2025-04-04,Milk,2,Late Delivery,Delivery,2.5,BTCH035427,Quality Control
RTN023594,2025-06-20,Ghee,7,Taste Issue,Quality,5.9,BTCH077455,Logistics
RTN023595,2025-04-01,Milk,4,Wrong Product,Operations,2.5,BTCH076121,Logistics
RTN023596,2025-01-06,Paneer,5,Late Delivery,Delivery,8.5,BTCH022796,Quality Control
RTN023597,2025-03-04,Paneer,5,Taste Issue,Quality,4.0,BTCH083264,Quality Control
RTN023598,2025-02-13,Ghee,8,Late Delivery,Delivery,9.1,BTCH036338,Customer Care
