complaint_id,date,product,complaint_type,taste_score,resolved,resolution_days,delivery_time,source_channel,complaint_severity,customer_rating_after_resolution
CMP037949,2024-09-10,Ghee,Packaging Issue,2.3,No,,13.7,Low,Medium,
CMP037950,2025-06-01,Paneer,Bad Smell,3.1,Yes,7.0,8.5,Low,High,3.9
CMP037951,2025-06-28,Paneer,Spoiled Products,1.4,No,,9.1,Low,Low,
CMP037952,2025-06-21,Ghee,Taste Issue,4.0,No,,23.0,Medium,Low,
CMP037953,2024-12-12,Milk,Late Delivery,5.0,No,,7.8,Medium,Low,
CMP037954,2025-04-09,Curd,Packaging Issue,4.8,No,,19.2,Low,Low,
CMP037955,2025-05-30,Curd,Late Delivery,3.0,Yes,0.0,11.7,Low,High,4.4
CMP037956,2025-01-31,Ghee,Spoiled Products,1.9,Yes,4.0,14.3,Low,Medium,3.8
CMP037957,2024-11-27,Lassi,Late Delivery,4.7,Yes,0.0,11.0,Medium,Medium,4.0
CMP037958,2024-10-09,Ghee,Late Delivery,2.9,No,,19.2,Medium,Low,
CMP037959,2025-07-10,Lassi,Taste Issue,3.4,Yes,0.0,9.4,Low,Low,3.1
CMP037960,2024-12-03,Curd,Late Delivery,3.3,No,,8.8,Medium,Low,
CMP037961,2025-02-16,Milk,Packaging Issue,3.2,No,,19.7,Low,Low,
CMP037962,2024-10-27,Paneer,Taste Issue,1.5,Yes,5.0,19.5,Low,Low,4.6
CMP037963,2025-07-14,Milk,Bad Smell,5.0,No,,20.7,Medium,Medium,
CMP037964,2025-05-05,Ghee,Taste Issue,3.9,No,,12.9,Low,Low,
CMP037965,2025-06-14,Curd,Bad Smell,1.8,Yes,3.0,11.1,Medium,Low,3.2
CMP037966,2025-04-24,Ghee,Packaging Issue,1.1,No,,8.5,Low,Low,
CMP037967,2024-11-20,Lassi,Spoiled Products,4.8,No,,17.2,Medium,Low,
CMP037968,2025-06-30,Lassi,Taste Issue,2.8,No,,15.4,Medium,Low,
CMP037969,2024-12-06,Lassi,Late Delivery,4.1,Yes,2.0,9.1,Medium,Low,4.0
CMP037970,2024-10-09,Ghee,Taste Issue,2.2,Yes,3.0,22.0,Medium,High,4.9
CMP037971,2025-07-26,Curd,Taste Issue,3.5,No,,11.8,Low,Low,
CMP037972,2024-08-30,Paneer,Bad Smell,2.9,Yes,6.0,14.7,Low,Low,4.3
CMP037973,2025-05-02,Curd,Spoiled Products,2.9,No,,13.2,Low,Low,
CMP037974,2024-10-07,Curd,Spoiled Products,2.8,No,,8.5,Low,Low,
CMP037975,2025-05-16,Milk,Taste Issue,2.2,No,,5.1,Medium,Low,
CMP037976,2025-03-25,Paneer,Spoiled Products,2.1,Yes,4.0,21.0,Medium,High,4.9
CMP037977,2025-05-05,Curd,Bad Smell,1.4,No,,18.6,Medium,Medium,
CMP037978,2025-04-17,Curd,Bad Smell,4.5,No,,16.1,Low,Low,
CMP037979,2025-01-30,Lassi,Bad Smell,1.4,No,,20.9,Medium,High,
CMP037980,2025-05-12,Paneer,Spoiled Products,1.5,Yes,1.0,6.3,Low,Medium,3.9
CMP037981,2025-06-30,Milk,Late Delivery,1.3,No,,23.4,High,High,
CMP037982,2024-08-24,Lassi,Packaging Issue,3.9,No,,8.1,Low,High,
CMP037983,2025-05-28,Curd,Late Delivery,2.7,No,,14.7,Medium,Medium,
CMP037984,2025-03-23,Milk,Bad Smell,4.2,Yes,6.0,15.6,Low,Low,3.4
CMP037985,2024-09-13,Milk,Late Delivery,2.5,Yes,1.0,4.1,High,Low,4.5
CMP037986,2024-10-30,Paneer,Packaging Issue,1.6,No,,9.2,Low,High,
CMP037987,2024-10-27,Milk,Late Delivery,3.8,No,,10.3,Low,Low,
CMP037988,2025-04-01,Lassi,Bad Smell,2.2,Yes,6.0,7.1,Low,Low,4.6
CMP037989,2024-08-16,Curd,Packaging Issue,3.7,No,,16.8,Medium,Low,
CMP037990,2024-12-17,Ghee,Packaging Issue,4.4,No,,5.1,Low,Medium,
CMP037991,2025-03-09,Ghee,Bad Smell,2.0,No,,23.0,High,Low,
CMP037992,2025-02-05,Lassi,Spoiled Products,3.6,No,,4.8,Low,High,
CMP037993,2024-09-30,Paneer,Packaging Issue,1.4,No,,12.1,Low,High,
CMP037994,2025-02-11,Ghee,Bad Smell,4.1,No,,15.6,Low,Low,
CMP037995,2025-02-13,Ghee,Spoiled Products,4.5,Yes,0.0,8.9,Medium,Medium,3.8
CMP037996,2025-07-16,Milk,Taste Issue,4.0,Yes,3.0,8.8,Medium,Low,3.7
CMP037997,2024-09-12,Milk,Taste Issue,2.1,No,,5.1,Low,Medium,
CMP037998,2025-01-10,Ghee,Packaging Issue,2.7,No,,19.2,Medium,Low,
CMP037999,2024-11-11,Ghee,Late Delivery,1.3,Yes,6.0,7.5,Low,Medium,4.0
CMP038000,2025-03-20,Curd,Late Delivery,4.1,No,,19.8,Medium,Low,
CMP038001,2025-02-01,Milk,Taste Issue,4.2,Yes,4.0,20.1,High,High,4.1
CMP038002,2025-05-14,Paneer,Bad Smell,4.8,Yes,2.0,20.1,High,Medium,3.9
CMP038003,2024-09-29,Milk,Packaging Issue,2.4,Yes,5.0,16.6,Low,Low,3.9
CMP038004,2025-01-06,Ghee,Taste Issue,1.0,No,,19.9,Low,Medium,
CMP038005,2025-02-01,Lassi,Late Delivery,2.6,No,,8.0,Low,High,
CMP038006,2025-06-25,Ghee,Spoiled Products,3.0,Yes,0.0,13.3,High,High,4.7
CMP038007,2025-07-09,Milk,Bad Smell,1.9,No,,23.7,Medium,Medium,
CMP038008,2025-06-07,Ghee,Spoiled Products,1.3,No,,12.6,Medium,Low,
CMP038009,2025-02-03,Paneer,Taste Issue,4.3,No,,17.5,Low,High,
CMP038010,2024-09-22,Milk,Taste Issue,3.5,No,,20.5,Low,Medium,
CMP038011,2025-03-05,Paneer,Packaging Issue,3.3,No,,11.8,Medium,Low,
CMP038012,2025-05-27,Lassi,Packaging Issue,4.9,Yes,4.0,7.4,Medium,Low,3.5
CMP038013,2025-04-22,Lassi,Spoiled Products,1.9,Yes,5.0,19.3,High,Low,3.7
CMP038014,2024-09-10,Lassi,Bad Smell,1.7,Yes,3.0,18.2,Medium,Medium,4.4
CMP038015,2024-11-04,Lassi,Bad Smell,4.1,Yes,0.0,5.0,Low,Low,4.7
CMP038016,2025-07-25,Lassi,Packaging Issue,1.4,No,,17.3,Medium,Low,
CMP038017,2025-07-06,Milk,Spoiled Products,3.5,Yes,1.0,12.9,Low,Low,3.6
CMP038018,2024-12-28,Milk,Late Delivery,1.8,No,,12.1,Low,Low,
CMP038019,2025-06-04,Ghee,Spoiled Products,2.9,No,,6.6,Low,High,
CMP038020,2025-04-23,Ghee,Bad Smell,2.7,No,,5.0,Low,Low,
CMP038021,2025-06-07,Paneer,Spoiled Products,3.3,Yes,6.0,14.3,High,Low,4.9
CMP038022,2025-07-04,Milk,Late Delivery,1.1,Yes,3.0,4.6,Medium,Low,4.3
CMP038023,2025-07-23,Paneer,Late Delivery,4.7,Yes,3.0,10.2,Low,Low,3.7
CMP038024,2024-11-02,Milk,Taste Issue,2.3,Yes,1.0,23.4,Low,High,3.1
CMP038025,2025-06-19,Ghee,Late Delivery,2.5,No,,9.7,Low,Medium,
CMP038026,2024-12-25,Milk,Taste Issue,4.7,Yes,1.0,17.6,Low,Low,4.6
CMP038027,2025-06-10,Curd,Taste Issue,4.6,Yes,2.0,8.5,Low,Low,4.9
CMP038028,2025-07-28,Milk,Taste Issue,3.7,Yes,0.0,20.5,High,Low,3.8
CMP038029,2024-08-11,Milk,Bad Smell,2.5,Yes,7.0,6.9,Low,Low,3.5
CMP038030,2025-05-16,Paneer,Late Delivery,2.3,No,,16.3,High,Medium,
CMP038031,2025-01-09,Ghee,Packaging Issue,2.3,Yes,3.0,12.5,Low,Medium,4.2
CMP038032,2025-07-08,Ghee,Packaging Issue,4.4,Yes,5.0,11.4,Low,Low,3.5
CMP038033,2025-03-27,Lassi,Late Delivery,5.0,Yes,6.0,14.1,Low,Low,3.5
CMP038034,2024-11-19,Lassi,Bad Smell,2.2,Yes,7.0,5.0,Low,Low,4.2
CMP038035,2025-06-25,Lassi,Bad Smell,3.3,Yes,5.0,20.5,Low,Low,4.1
CMP038036,2025-01-08,Paneer,Packaging Issue,2.8,Yes,5.0,19.8,Low,Medium,3.5
CMP038037,2024-09-13,Lassi,Packaging Issue,3.6,No,,6.8,Medium,Low,
CMP038038,2025-07-04,Paneer,Packaging Issue,4.8,No,,4.1,Low,Low,
CMP038039,2025-02-16,Ghee,Spoiled Products,1.5,No,,20.7,Low,Medium,
CMP038040,2025-04-12,Paneer,Bad Smell,3.2,Yes,0.0,17.5,Medium,Medium,3.5
CMP038041,2024-11-05,Ghee,Taste Issue,2.3,Yes,1.0,4.6,Low,Low,3.1
CMP038042,2024-11-16,Lassi,Spoiled Products,1.0,No,,7.4,Low,Low,
CMP038043,2025-06-03,Ghee,Packaging Issue,2.7,Yes,7.0,23.1,High,Low,4.8
CMP038044,2025-01-26,Curd,Bad Smell,3.3,No,,7.0,Low,Low,
CMP038045,2025-04-21,Milk,Taste Issue,1.8,No,,8.9,Low,Medium,
CMP038046,2024-11-21,Curd,Spoiled Products,3.1,Yes,5.0,19.6,Medium,Low,3.8
CMP038047,2024-09-17,Paneer,Late Delivery,3.4,No,,6.6,Low,Low,
CMP038048,2024-09-19,Curd,Late Delivery,4.7,Yes,0.0,18.3,Low,High,4.9
CMP038049,2025-06-16,Milk,Packaging Issue,2.2,No,,19.4,Low,Medium,
CMP038050,2025-02-15,Lassi,Packaging Issue,1.7,Yes,1.0,13.9,Low,Medium,3.1
CMP038051,2024-10-14,Lassi,Late Delivery,1.4,No,,14.9,High,High,
CMP038052,2025-06-24,Milk,Taste Issue,4.2,Yes,3.0,15.1,High,Low,3.5
CMP038053,2025-03-01,Paneer,Bad Smell,1.0,Yes,6.0,15.1,Low,Low,3.6
CMP038054,2025-06-19,Milk,Late Delivery,1.7,No,,8.4,Medium,High,
CMP038055,2025-07-01,Curd,Bad Smell,2.9,No,,22.1,Low,Low,
CMP038056,2024-11-22,Lassi,Packaging Issue,3.6,No,,18.7,High,Medium,
CMP038057,2025-07-05,Paneer,Spoiled Products,2.9,Yes,5.0,14.7,Low,Low,3.2
CMP038058,2024-09-12,Milk,Spoiled Products,2.6,No,,23.6,Low,Low,
CMP038059,2025-04-28,Paneer,Packaging Issue,3.6,No,,11.9,Low,Medium,
CMP038060,2024-11-19,Curd,Spoiled Products,2.0,No,,17.9,Low,Medium,
CMP038061,2024-08-31,Curd,Spoiled Products,3.7,No,,7.0,Low,Medium,
CMP038062,2025-06-23,Lassi,Taste Issue,2.8,No,,10.7,High,Low,
CMP038063,2025-02-15,Paneer,Taste Issue,1.8,No,,10.0,High,High,
CMP038064,2025-03-05,Milk,Late Delivery,2.1,Yes,1.0,17.7,Low,Low,3.1
CMP038065,2025-07-15,Paneer,Packaging Issue,3.9,No,,13.8,Low,Low,
CMP038066,2025-06-25,Ghee,Taste Issue,1.4,Yes,3.0,14.7,Low,Medium,4.7
CMP038067,2025-02-09,Curd,Spoiled Products,4.6,No,,19.2,Low,Low,
CMP038068,2025-05-30,Ghee,Spoiled Products,2.3,No,,5.5,Medium,Low,
CMP038069,2024-12-26,Paneer,Taste Issue,3.7,No,,21.2,High,High,
CMP038070,2025-05-06,Paneer,Packaging Issue,1.3,No,,15.1,Low,Low,
CMP038071,2025-03-14,Milk,Bad Smell,1.0,Yes,5.0,17.2,Low,Low,3.6
CMP038072,2025-01-12,Milk,Packaging Issue,2.3,Yes,6.0,18.7,Medium,High,3.0
CMP038073,2025-03-07,Milk,Packaging Issue,3.6,Yes,3.0,7.3,Low,Low,3.7
CMP038074,2025-08-05,Lassi,Spoiled Products,3.0,No,,22.8,Low,Medium,
CMP038075,2024-09-05,Curd,Spoiled Products,3.5,Yes,6.0,11.8,High,Low,3.8
CMP038076,2025-07-28,Milk,Taste Issue,4.4,Yes,5.0,17.3,Low,Medium,4.9
CMP038077,2024-12-06,Ghee,Spoiled Products,1.2,No,,13.2,Medium,Medium,
CMP038078,2025-03-23,Lassi,Spoiled Products,1.5,No,,7.3,Low,Medium,
CMP038079,2024-11-10,Ghee,Bad Smell,2.0,Yes,2.0,5.5,Low,Medium,3.4
CMP038080,2025-06-02,Paneer,Packaging Issue,1.3,Yes,4.0,16.6,Medium,Medium,4.1
CMP038081,2024-10-01,Milk,Late Delivery,1.1,No,,15.1,Low,Medium,
CMP038082,2025-02-09,Curd,Taste Issue,3.2,Yes,3.0,10.7,Low,Low,4.1
CMP038083,2024-08-19,Curd,Late Delivery,1.6,Yes,1.0,16.5,Low,Low,3.8
CMP038084,2024-09-01,Paneer,Late Delivery,1.1,No,,22.2,Low,Medium,
CMP038085,2025-06-30,Ghee,Taste Issue,2.9,No,,16.0,Low,Low,
CMP038086,2025-05-13,Curd,Late Delivery,4.9,No,,6.7,Low,Medium,
CMP038087,2025-01-21,Milk,Spoiled Products,1.1,Yes,6.0,16.8,Medium,Low,4.3
CMP038088,2024-10-28,Curd,Spoiled Products,4.6,Yes,1.0,18.4,Low,Medium,3.8
CMP038089,2025-05-14,Curd,Spoiled Products,3.3,Yes,0.0,11.4,Medium,Low,3.9
CMP038090,2025-01-31,Curd,Bad Smell,1.5,No,,6.2,Low,Low,
CMP038091,2025-05-07,Milk,Taste Issue,1.7,No,,9.3,Low,Low,
CMP038092,2025-03-27,Milk,Spoiled Products,3.9,Yes,3.0,19.2,Low,Medium,4.7
CMP038093,2025-05-26,Paneer,Taste Issue,1.5,No,,14.8,Medium,Low,
CMP038094,2025-02-21,Ghee,Spoiled Products,1.6,Yes,5.0,13.9,High,Medium,3.7
CMP038095,2025-03-31,Milk,Late Delivery,3.5,Yes,6.0,7.6,Low,Low,3.5
CMP038096,2025-07-31,Paneer,Taste Issue,4.3,Yes,2.0,4.5,Low,Low,3.9
CMP038097,2025-01-11,Milk,Taste Issue,3.4,No,,18.2,Low,Low,
CMP038098,2024-11-02,Ghee,Packaging Issue,1.3,No,,19.9,Low,Medium,
CMP038099,2025-06-21,Milk,Spoiled Products,4.5,Yes,3.0,4.8,Medium,Low,3.9
CMP038100,2025-05-18,Curd,Bad Smell,1.9,No,,17.5,Low,Low,
CMP038101,2024-08-30,Milk,Spoiled Products,1.8,Yes,3.0,19.0,Low,Low,3.7
CMP038102,2024-12-28,Paneer,Late Delivery,1.6,Yes,3.0,11.6,Low,Low,4.8
CMP038103,2025-02-26,Paneer,Packaging Issue,1.8,No,,9.9,High,Low,
CMP038104,2024-10-17,Milk,Packaging Issue,3.6,Yes,0.0,6.8,Low,Medium,3.1
CMP038105,2025-06-20,Lassi,Taste Issue,2.7,Yes,6.0,6.5,Low,Low,4.7
CMP038106,2025-04-12,Milk,Taste Issue,4.3,Yes,7.0,4.3,High,Low,4.2
CMP038107,2025-06-24,Milk,Packaging Issue,1.1,Yes,6.0,14.3,Low,Low,4.2
CMP038108,2025-02-12,Lassi,Bad Smell,1.7,Yes,1.0,6.6,Low,Low,3.1
CMP038109,2025-02-16,Milk,Taste Issue,3.0,Yes,4.0,11.5,Low,Low,4.8
CMP038110,2024-10-22,Lassi,Packaging Issue,1.8,Yes,0.0,4.1,Low,Medium,3.9
CMP038111,2024-11-11,Ghee,Spoiled Products,1.6,No,,16.9,Low,Low,
CMP038112,2025-04-10,Lassi,Bad Smell,2.2,Yes,5.0,19.7,Low,Medium,3.6
CMP038113,2025-02-01,Lassi,Late Delivery,2.6,Yes,3.0,16.8,Medium,Medium,4.5
CMP038114,2024-12-29,Paneer,Late Delivery,2.7,No,,7.8,Medium,Low,
CMP038115,2025-02-03,Curd,Spoiled Products,3.8,No,,8.6,Low,Low,
CMP038116,2024-09-23,Paneer,Spoiled Products,3.6,No,,17.7,Low,Low,
CMP038117,2025-05-07,Curd,Packaging Issue,4.7,Yes,0.0,14.2,Low,Low,4.4
CMP038118,2024-09-14,Lassi,Late Delivery,3.6,No,,23.5,Low,Low,
CMP038119,2024-09-24,Milk,Spoiled Products,4.1,No,,20.6,Low,Low,
CMP038120,2025-03-08,Milk,Spoiled Products,1.2,Yes,1.0,7.8,Low,Medium,4.0
CMP038121,2025-07-23,Milk,Bad Smell,4.4,No,,22.0,Medium,Low,
CMP038122,2025-06-12,Lassi,Packaging Issue,2.1,No,,9.8,Medium,Medium,
CMP038123,2025-06-10,Curd,Late Delivery,2.2,No,,16.2,Low,High,
CMP038124,2025-07-30,Milk,Taste Issue,1.3,Yes,7.0,9.6,Medium,Low,3.4
CMP038125,2024-12-12,Ghee,Taste Issue,3.8,No,,5.7,Low,Low,
CMP038126,2025-01-15,Paneer,Packaging Issue,3.1,No,,4.4,High,Medium,
CMP038127,2025-06-20,Ghee,Bad Smell,2.6,No,,23.0,Low,High,
CMP038128,2025-03-01,Paneer,Spoiled Products,2.0,Yes,3.0,17.4,Low,Low,3.3
CMP038129,2024-09-12,Paneer,Taste Issue,2.7,No,,6.3,Medium,Medium,
CMP038130,2025-06-30,Ghee,Late Delivery,2.3,Yes,4.0,5.9,Low,Low,3.1
CMP038131,2025-07-20,Lassi,Bad Smell,1.5,No,,21.0,Medium,High,
CMP038132,2025-06-09,Curd,Spoiled Products,1.2,No,,17.0,Low,Medium,
CMP038133,2025-07-06,Ghee,Taste Issue,3.1,No,,17.0,Low,Medium,
CMP038134,2025-03-31,Curd,Packaging Issue,3.2,No,,11.3,Low,High,
CMP038135,2024-10-31,Milk,Taste Issue,2.7,Yes,0.0,7.5,Low,Low,3.7
CMP038136,2025-01-30,Curd,Packaging Issue,3.3,No,,15.8,Low,Low,
CMP038137,2025-03-25,Milk,Late Delivery,1.4,No,,11.8,Low,Low,
CMP038138,2025-06-23,Lassi,Taste Issue,2.6,No,,17.6,Low,High,
CMP038139,2025-04-05,Lassi,Spoiled Products,3.3,No,,13.2,Low,Low,
CMP038140,2024-08-07,Milk,Bad Smell,4.1,No,,7.3,Low,Medium,
CMP038141,2025-05-24,Milk,Packaging Issue,2.6,No,,8.0,Low,Low,
CMP038142,2025-04-25,Ghee,Taste Issue,3.8,Yes,5.0,20.1,High,Low,3.3
CMP038143,2025-05-07,Paneer,Late Delivery,1.3,No,,8.0,Low,Low,
CMP038144,2025-06-08,Paneer,Late Delivery,3.7,No,,8.3,Medium,Low,
CMP038145,2025-01-31,Ghee,Bad Smell,3.7,No,,14.1,Medium,Low,
CMP038146,2025-05-05,Milk,Taste Issue,2.9,No,,21.2,Low,Medium,
CMP038147,2025-05-20,Paneer,Taste Issue,1.3,No,,15.8,Low,Medium,
CMP038148,2025-08-03,Lassi,Taste Issue,3.9,No,,22.3,Low,Low,
CMP038149,2025-07-08,Curd,Bad Smell,3.1,Yes,7.0,13.2,Low,Low,4.5
CMP038150,2025-03-23,Curd,Late Delivery,3.3,Yes,2.0,7.6,Low,High,4.2
CMP038151,2024-10-06,Paneer,Late Delivery,2.4,No,,15.1,High,Low,
CMP038152,2025-04-24,Milk,Taste Issue,3.0,Yes,2.0,12.3,High,Medium,4.7
CMP038153,2025-05-30,Ghee,Packaging Issue,2.2,Yes,0.0,11.1,Medium,Medium,4.7
CMP038154,2024-09-27,Milk,Late Delivery,1.0,Yes,5.0,5.4,Low,Low,3.0
CMP038155,2024-11-30,Ghee,Taste Issue,4.3,No,,4.5,Low,Medium,
CMP038156,2025-01-31,Milk,Bad Smell,2.5,Yes,1.0,19.2,Medium,Medium,4.5
CMP038157,2025-06-21,Milk,Bad Smell,1.6,Yes,0.0,23.7,High,Low,4.9
CMP038158,2025-03-01,Curd,Bad Smell,1.6,Yes,1.0,20.5,Low,Medium,3.8
CMP038159,2025-04-18,Ghee,Taste Issue,2.0,No,,6.2,High,Low,
CMP038160,2024-11-04,Curd,Packaging Issue,3.1,Yes,4.0,11.3,Medium,Low,4.7
CMP038161,2025-02-17,Curd,Spoiled Products,2.8,Yes,1.0,13.2,Low,Low,3.9
CMP038162,2025-07-22,Lassi,Bad Smell,1.1,Yes,2.0,8.1,High,Medium,4.4
CMP038163,2025-02-28,Curd,Packaging Issue,1.5,Yes,1.0,14.0,Low,Low,3.1
CMP038164,2025-07-26,Lassi,Spoiled Products,3.2,Yes,3.0,14.2,Low,Low,3.7
CMP038165,2025-07-26,Ghee,Bad Smell,2.2,Yes,4.0,9.2,Low,Low,4.8
CMP038166,2025-07-23,Curd,Taste Issue,1.3,Yes,3.0,7.4,Medium,Low,3.7
CMP038167,2025-06-09,Lassi,Packaging Issue,4.8,No,,13.3,Low,Low,
CMP038168,2025-04-27,Curd,Spoiled Products,3.4,No,,16.6,Medium,Medium,
CMP038169,2025-03-18,Ghee,Spoiled Products,4.2,No,,4.4,Low,Low,
CMP038170,2025-03-23,Paneer,Bad Smell,3.3,Yes,7.0,16.1,Low,Low,3.7
CMP038171,2025-03-24,Paneer,Taste Issue,4.1,No,,8.7,Low,Low,
CMP038172,2024-11-01,Paneer,Bad Smell,4.4,Yes,5.0,21.6,Medium,Low,4.8
CMP038173,2024-10-22,Lassi,Late Delivery,2.0,Yes,4.0,16.7,Low,Low,5.0
CMP038174,2025-05-29,Curd,Bad Smell,1.9,Yes,2.0,17.5,Medium,Medium,3.1
CMP038175,2025-06-09,Ghee,Late Delivery,3.2,Yes,2.0,16.2,Low,Medium,4.3
CMP038176,2025-02-17,Curd,Taste Issue,4.3,Yes,5.0,8.9,Low,Low,3.7
CMP038177,2025-04-08,Milk,Late Delivery,3.1,Yes,2.0,14.0,Medium,Medium,4.1
CMP038178,2024-09-22,Curd,Spoiled Products,2.0,No,,11.2,Medium,Low,
CMP038179,2024-11-29,Paneer,Taste Issue,3.5,Yes,1.0,11.2,Low,Low,4.1
CMP038180,2025-03-28,Milk,Late Delivery,3.0,Yes,1.0,22.7,Medium,Low,3.6
CMP038181,2025-02-06,Ghee,Packaging Issue,3.6,No,,10.6,Low,Low,
CMP038182,2025-05-22,Milk,Taste Issue,1.9,Yes,5.0,22.3,Medium,Low,4.7
CMP038183,2024-10-30,Curd,Bad Smell,2.9,Yes,0.0,22.1,Medium,Low,3.6
CMP038184,2025-04-01,Ghee,Spoiled Products,3.5,No,,23.4,High,Medium,
CMP038185,2024-09-25,Milk,Bad Smell,3.9,No,,14.4,High,Low,
CMP038186,2025-05-05,Milk,Late Delivery,3.6,Yes,4.0,7.7,Medium,Low,4.3
CMP038187,2025-03-14,Paneer,Spoiled Products,1.6,Yes,3.0,19.0,Medium,Medium,4.6
CMP038188,2024-09-01,Milk,Late Delivery,3.7,No,,10.3,Medium,Medium,
CMP038189,2025-07-22,Lassi,Taste Issue,4.7,Yes,6.0,19.4,Medium,Low,3.1
CMP038190,2024-08-28,Lassi,Bad Smell,3.1,No,,20.4,Medium,Low,
CMP038191,2025-01-13,Paneer,Late Delivery,2.7,No,,17.1,Low,Medium,
CMP038192,2024-09-16,Milk,Spoiled Products,4.1,No,,19.9,Low,Low,
CMP038193,2024-10-09,Curd,Taste Issue,1.9,Yes,3.0,15.7,Medium,Medium,3.5
CMP038194,2024-10-07,Lassi,Bad Smell,2.6,Yes,4.0,14.8,Low,High,3.1
CMP038195,2025-03-29,Milk,Bad Smell,1.9,Yes,7.0,18.5,Low,Medium,4.3
CMP038196,2025-02-17,Milk,Spoiled Products,4.6,No,,20.9,Low,Medium,
CMP038197,2024-11-05,Lassi,Taste Issue,3.0,No,,9.1,Low,Low,
CMP038198,2024-08-15,Milk,Bad Smell,2.4,Yes,0.0,15.2,Medium,Medium,4.0
CMP038199,2025-05-18,Lassi,Packaging Issue,1.0,Yes,0.0,8.2,High,Low,4.9
CMP038200,2024-10-12,Lassi,Bad Smell,3.1,Yes,6.0,20.7,Medium,Low,4.8
CMP038201,2025-04-16,Milk,Spoiled Products,1.9,Yes,4.0,11.4,Medium,High,4.5
CMP038202,2024-11-08,Curd,Late Delivery,2.2,Yes,3.0,23.1,Low,Medium,3.0
CMP038203,2025-03-22,Lassi,Late Delivery,1.4,No,,11.7,Medium,Low,
CMP038204,2025-01-06,Ghee,Packaging Issue,3.7,Yes,0.0,23.2,Low,Low,3.0
CMP038205,2024-08-07,Milk,Taste Issue,3.6,No,,19.6,Medium,Low,
CMP038206,2025-06-18,Ghee,Bad Smell,2.2,No,,19.9,Low,Medium,
CMP038207,2025-08-02,Lassi,Late Delivery,1.1,No,,5.3,Low,Low,
CMP038208,2025-03-05,Paneer,Packaging Issue,4.8,Yes,0.0,5.1,Low,Low,5.0
CMP038209,2025-08-02,Curd,Packaging Issue,1.2,Yes,7.0,15.0,Medium,High,3.3
CMP038210,2025-03-05,Milk,Spoiled Products,3.3,No,,10.9,Low,Medium,
CMP038211,2024-10-26,Ghee,Bad Smell,2.4,Yes,0.0,17.1,Low,Low,4.5
CMP038212,2025-03-22,Ghee,Taste Issue,2.8,Yes,7.0,10.4,Medium,Low,4.6
CMP038213,2025-05-28,Paneer,Taste Issue,3.3,No,,23.2,Medium,Low,
CMP038214,2025-06-10,Milk,Packaging Issue,1.6,Yes,2.0,19.7,Low,Low,4.2
CMP038215,2024-09-05,Paneer,Spoiled Products,2.9,Yes,3.0,19.8,Low,Low,3.4
CMP038216,2024-10-12,Lassi,Spoiled Products,3.5,No,,10.0,High,Medium,
CMP038217,2025-04-09,Paneer,Spoiled Products,4.3,No,,20.5,Low,Medium,
CMP038218,2025-02-24,Lassi,Bad Smell,1.4,Yes,6.0,19.2,Low,Medium,3.9
CMP038219,2025-04-13,Milk,Packaging Issue,4.1,No,,20.2,Low,Low,
CMP038220,2025-02-11,Lassi,Bad Smell,1.6,Yes,5.0,22.1,Low,Medium,3.2
CMP038221,2025-03-31,Paneer,Packaging Issue,1.6,No,,19.3,Medium,Low,
CMP038222,2025-04-13,Lassi,Spoiled Products,3.6,No,,16.2,Low,Medium,
CMP038223,2024-09-02,Ghee,Taste Issue,4.0,Yes,0.0,20.8,Low,Medium,4.6
CMP038224,2025-06-23,Curd,Taste Issue,4.1,Yes,7.0,16.3,Medium,Low,3.5
CMP038225,2025-01-27,Milk,Bad Smell,3.2,Yes,0.0,23.8,Medium,High,4.7
CMP038226,2024-08-18,Lassi,Packaging Issue,1.1,No,,13.8,High,Low,
CMP038227,2025-02-26,Lassi,Taste Issue,1.8,Yes,7.0,15.3,Low,Medium,4.8
CMP038228,2025-04-04,Ghee,Taste Issue,3.7,Yes,5.0,17.4,Medium,Low,4.3
CMP038229,2024-09-05,Paneer,Spoiled Products,1.4,Yes,6.0,15.4,Low,Medium,5.0
CMP038230,2025-03-14,Curd,Packaging Issue,3.5,Yes,3.0,19.9,Medium,Low,3.4
CMP038231,2025-01-29,Lassi,Packaging Issue,2.5,Yes,2.0,17.6,Low,Low,4.5
CMP038232,2025-06-17,Paneer,Late Delivery,3.6,Yes,7.0,7.1,High,High,3.9
CMP038233,2024-09-20,Milk,Spoiled Products,4.3,Yes,3.0,19.9,High,Medium,3.2
CMP038234,2025-07-16,Paneer,Spoiled Products,1.5,Yes,2.0,23.0,Medium,High,3.3
CMP038235,2025-06-22,Curd,Packaging Issue,4.5,Yes,3.0,18.0,Medium,Low,4.5
CMP038236,2025-07-27,Milk,Taste Issue,1.8,No,,9.7,Low,Low,
CMP038237,2024-09-03,Ghee,Bad Smell,3.7,No,,5.7,Medium,Low,
CMP038238,2025-01-02,Paneer,Packaging Issue,1.6,Yes,6.0,21.8,Medium,Low,3.3
CMP038239,2025-03-21,Paneer,Spoiled Products,2.8,No,,4.3,Low,Medium,
CMP038240,2025-04-08,Lassi,Packaging Issue,2.1,No,,11.3,Medium,Low,
CMP038241,2025-01-12,Milk,Late Delivery,4.1,Yes,1.0,9.8,High,High,4.7
CMP038242,2024-11-11,Paneer,Taste Issue,1.8,No,,8.7,High,Low,
